17;;;;;;;;;;Vod number;number of chats per stream
26;;;;;;;;;;Vod 1;3790
29;;;;;;;;;;;
34;;;;;;;;;;;
39;;;;;;;;;;;
40;;;;;;;;;;;
45;;;;;;;;;;;
49;;;;;;;;;;;
51;;;;;;;;;;;
54;;;;;;;;;;;
54;;;;;;;;;;;
60;;;;;;;;;;;
61;;;;;;;;;;;
62;;;;;;;;;;;
70;;;;;;;;;;;
73;;;;;;;;;;;
76;;;;;;;;;;;
78;;;;;;;;;;;
80;;;;;;;;;;;
86;;;;;;;;;;;
96;;;;;;;;;;;
97;;;;;;;;;;;
98;;;;;;;;;;;
106;;;;;;;;;;;
108;;;;;;;;;;;
110;;;;;;;;;;;
111;;;;;;;;;;;
113;;;;;;;;;;;
116;;;;;;;;;;;
116;;;;;;;;;;;
116;;;;;;;;;;;
117;;;;;;;;;;;
119;;;;;;;;;;;
121;;;;;;;;;;;
122;;;;;;;;;;;
122;;;;;;;;;;;
125;;;;;;;;;;;
126;;;;;;;;;;;
129;;;;;;;;;;;
129;;;;;;;;;;;
133;;;;;;;;;;;
134;;;;;;;;;;;
134;;;;;;;;;;;
135;;;;;;;;;;;
136;;;;;;;;;;;
140;;;;;;;;;;;
141;;;;;;;;;;;
141;;;;;;;;;;;
143;;;;;;;;;;;
143;;;;;;;;;;;
145;;;;;;;;;;;
147;;;;;;;;;;;
149;;;;;;;;;;;
151;;;;;;;;;;;
152;;;;;;;;;;;
152;;;;;;;;;;;
152;;;;;;;;;;;
152;;;;;;;;;;;
153;;;;;;;;;;;
157;;;;;;;;;;;
159;;;;;;;;;;;
161;;;;;;;;;;;
164;;;;;;;;;;;
169;;;;;;;;;;;
177;;;;;;;;;;;
177;;;;;;;;;;;
177;;;;;;;;;;;
177;;;;;;;;;;;
177;;;;;;;;;;;
178;;;;;;;;;;;
178;;;;;;;;;;;
179;;;;;;;;;;;
179;;;;;;;;;;;
179;;;;;;;;;;;
180;;;;;;;;;;;
180;;;;;;;;;;;
180;;;;;;;;;;;
181;;;;;;;;;;;
184;;;;;;;;;;;
190;;;;;;;;;;;
192;;;;;;;;;;;
193;;;;;;;;;;;
194;;;;;;;;;;;
194;;;;;;;;;;;
197;;;;;;;;;;;
197;;;;;;;;;;;
198;;;;;;;;;;;
200;;;;;;;;;;;
202;;;;;;;;;;;
205;;;;;;;;;;;
210;;;;;;;;;;;
222;;;;;;;;;;;
222;;;;;;;;;;;
230;;;;;;;;;;;
235;;;;;;;;;;;
241;;;;;;;;;;;
242;;;;;;;;;;;
244;;;;;;;;;;;
245;;;;;;;;;;;
245;;;;;;;;;;;
245;;;;;;;;;;;
252;;;;;;;;;;;
252;;;;;;;;;;;
254;;;;;;;;;;;
257;;;;;;;;;;;
259;;;;;;;;;;;
265;;;;;;;;;;;
266;;;;;;;;;;;
276;;;;;;;;;;;
277;;;;;;;;;;;
283;;;;;;;;;;;
285;;;;;;;;;;;
286;;;;;;;;;;;
289;;;;;;;;;;;
291;;;;;;;;;;;
298;;;;;;;;;;;
304;;;;;;;;;;;
311;;;;;;;;;;;
313;;;;;;;;;;;
314;;;;;;;;;;;
315;;;;;;;;;;;
317;;;;;;;;;;;
318;;;;;;;;;;;
318;;;;;;;;;;;
318;;;;;;;;;;;
318;;;;;;;;;;;
318;;;;;;;;;;;
319;;;;;;;;;;;
321;;;;;;;;;;;
321;;;;;;;;;;;
321;;;;;;;;;;;
322;;;;;;;;;;;
322;;;;;;;;;;;
323;;;;;;;;;;;
325;;;;;;;;;;;
326;;;;;;;;;;;
327;;;;;;;;;;;
327;;;;;;;;;;;
328;;;;;;;;;;;
328;;;;;;;;;;;
328;;;;;;;;;;;
329;;;;;;;;;;;
329;;;;;;;;;;;
330;;;;;;;;;;;
332;;;;;;;;;;;
337;;;;;;;;;;;
338;;;;;;;;;;;
346;;;;;;;;;;;
347;;;;;;;;;;;
349;;;;;;;;;;;
357;;;;;;;;;;;
357;;;;;;;;;;;
358;;;;;;;;;;;
358;;;;;;;;;;;
361;;;;;;;;;;;
363;;;;;;;;;;;
367;;;;;;;;;;;
373;;;;;;;;;;;
374;;;;;;;;;;;
375;;;;;;;;;;;
377;;;;;;;;;;;
393;;;;;;;;;;;
393;;;;;;;;;;;
405;;;;;;;;;;;
412;;;;;;;;;;;
414;;;;;;;;;;;
415;;;;;;;;;;;
419;;;;;;;;;;;
422;;;;;;;;;;;
424;;;;;;;;;;;
428;;;;;;;;;;;
429;;;;;;;;;;;
431;;;;;;;;;;;
434;;;;;;;;;;;
434;;;;;;;;;;;
438;;;;;;;;;;;
440;;;;;;;;;;;
442;;;;;;;;;;;
443;;;;;;;;;;;
445;;;;;;;;;;;
446;;;;;;;;;;;
447;;;;;;;;;;;
449;;;;;;;;;;;
449;;;;;;;;;;;
455;;;;;;;;;;;
460;;;;;;;;;;;
464;;;;;;;;;;;
487;;;;;;;;;;;
490;;;;;;;;;;;
491;;;;;;;;;;;
497;;;;;;;;;;;
